-- Este es un ejemplo para la creacion de DataSET
-- Para la clase de Fundamentos de Bases de Datos
group: ventas

ARTICULOS = {
artId:number, artNombre:string, artColor:string, artPrecio:number, fkidProv:number
1, 'TIPO TALLER CABLEDROP 2X1.5', 'AZUL', 55, 14
2, 'PALA GRIS', 'AMARILLO', 162, 1
3, 'ARGOS GRIS', 'ROSA', 10, 2
4, 'BACO NEGRO', 'NEGRO', 20, 3
5, 'IVIX NEGRO', 'VIOLETA', 10, 4
6, 'LAYO NEGRO', 'MARRON', 30, 5
7, 'ZEUS NEGRO', 'ROJO', 40, 6
8, 'DIANA NEGRO', 'BLANCO', 50, 7
9, 'FASTIX 300G', 'BEIGE', 44, 29
10, 'FILIO NEGRO', 'AMARILLO', 2, 1
11, 'GOLGO NEGRO', 'NEGRO', 33, 33
12, 'IVIX/2NEGRO EX-3037N', 'BLANCO', 54, 11
13, 'LAYO BLANCO', 'AZUL', 41, 12
14, 'MIDAS TORTUGA  EX 3035', 'NEGRA', 30, 1
15, 'NEON CIOCCA', 'ROJO', 20, 23
16, 'PALAS NEGRO', 'CYAN', 22, 1
17, 'VESTA NEGRO', 'MAGENTA', 65, 23
18, 'APOLOS NEGRO', 'AZUL', 440, 24
19, 'CLIO/1 NEGRO EX 3032/N', 'ROJO', 230, 25
20, 'CLIO/2 NEGRO 3034/N', 'AZUL', 10, 26
21, 'CRONOS NEGRO', 'VIOLETA', 89, 27
22, 'CUADRA NEGRO', 'VERDE', 44, 28
23, 'DIANA BLANCO', 'VERDE', 22, 29
24, 'ENERGIZER AA', 'VERDE', 340, 30
25, 'FEBO/L NEGRO', 'VERDE', 530, 4
26, 'FEBO/S NEGRO', 'VERDE', 222, 5
27, 'IVIX/F NEGRO', 'VERDE', 12, 6
28, 'IVIX/J NEGRO', 'VERDE', 22, 7
29, 'MAYA/1 NEGRO', 'VERDE', 87, 8
30, 'MAYA/2 NEGRO', 'VERDE', 660, 9
31, 'PALAS BLANCO', 'VERDE', 540, 37
32, 'PETRA/2 GRIS', 'VERDE', 432, 38
33, 'PISCIS NEGRO', 'VERDE', 10, 39
34, 'POXITAS 12 U', 'VERDE', 20, 29
35, 'TARUGOS Nº 5', 'AZUL', 33, 34
36, 'TARUGOS Nº 6 COMUN S/ TOPE', 'AMARILLO', 18, 16
37, 'TARUGOS Nº 8 COMUN S/TOPE', 'CADMINO', 20, 1
38, 'APOLO/L NEGRO', 'ROSA', 33, 17
39, 'CIRCE/1 NEGRO EX 3031', 'AZUL', 210, 40
40, 'CIRCE/2 NEGRO EX 3033', 'AMARILLO', 11, 41
41, 'ENERGIZER A27', 'ROSA', 439, 42
42, 'ENERGIZER AAA', 'NEGRO', 321, 43
43, 'MIDAS/D NEGRO', 'VIOLETA', 344, 45
44, 'MIDAS/REJAS NEGRO', 'MARRON', 654, 46
45, 'ORION/2 NEGRO 3039/N-LG', 'ROJO', 2220, 47
46, 'ORION/A NEGRO 3038/N-LG', 'BLANCO', 234, 48
47, 'ORION/F NEGRO', 'BEIGE', 20, 1
48, 'ORION/J NEGRO', 'AMARILLO', 10, 1
49, 'TARUGOS Nº 10', 'NEGRO', 20, 34
50, 'TARUGOS Nº 12', 'BLANCO', 30, 34
}

CLIENTES ={
cliId:number, cliNombre:string
235, 80, 18, 1, 33, 16
236, 80, 16, 1, 44, 27
237, 81, 13, 1, 905, 548
238, 81, 17, 1, 911, 552
239, 81, 15, 1, 1453, 764
240, 81, 10, 10, 9, 5
241, 81, 14, 5, 22, 12
242, 81, 11, 22, 1, 0
243, 81, 12, 7, 3, 1
244, 81, 10, 1, 397, 226
245, 81, 18, 5, 21, 13
246, 81, 11, 1, 44, 27
247, 81, 12, 6, 17, 9
248, 81, 14, 1, 32, 18
249, 82, 12, 2, 39, 19
250, 83, 17, 1, 31, 17
251, 83, 16, 1, 54, 30
252, 83, 16, 1, 25, 14
253, 83, 10, 1, 706, 428
254, 83, 15, 1, 159, 91
255, 84, 13, 1, 125, 54
256, 84, 17, 10, 0, 0
257, 84, 18, 10, 1, 0
258, 85, 14, 1, 81, 37
259, 86, 17, 1, 11, 3
260, 87, 10, 2, 116, 66
261, 88, 15, 10, 14, 8
262, 89, 12, 1, 25, 11
263, 89, 16, 1, 26, 12
264, 89, 16, 1, 79, 33
265, 90, 16, 1, 33, 16
266, 90, 16, 1, 367, 183
267, 90, 12, 1, 367, 183
268, 90, 17, 10, 5, 3
269, 90, 10, 10, 4, 2
270, 90, 17, 1, 237, 143
271, 90, 15, 3, 5, 3
272, 90, 14, 3, 5, 3
273, 90, 15, 3, 5, 3
274, 90, 16, 3, 5, 3
275, 90, 13, 3, 5, 3
276, 90, 10, 3, 5, 3
277, 90, 15, 15, 20, 11
278, 90, 14, 5, 15, 7
279, 91, 17, 1, 14, 7
280, 91, 17, 1, 22, 13
281, 91, 16, 1, 6, 3
282, 91, 16, 2, 4, 2
283, 91, 17, 1, 67, 33
284, 91, 11, 1, 851, 501
285, 91, 10, 2, 69, 34
286, 91, 16, 11, 285, 167
287, 91, 17, 1, 131, 79
288, 91, 17, 2, 142, 86
289, 91, 13, 1, 44, 27
290, 91, 18, 1, 30, 16
291, 91, 17, 1, 69, 38
292, 91, 12, 10, 13, 8
293, 91, 11, 1, 14, 7
294, 91, 11, 1, 22, 13
295, 91, 11, 1, 6, 3
296, 91, 13, 2, 28, 16
297, 91, 14, 1, 4, 2
298, 91, 12, 1, 172, 93
299, 91, 10, 2, 69, 34
300, 91, 14, 2, 145, 81
301, 91, 16, 2, 16, 4
302, 91, 15, 2, 94, 52
303, 91, 12, 14, 139, 78
304, 91, 18, 1, 22, 14
305, 91, 11, 1, 278, 127
306, 91, 16, 1, 192, 96
307, 91, 14, 1, 756, 420
308, 91, 11, 2, 69, 34
309, 91, 11, 1, 31, 16
310, 91, 17, 1, 139, 77
311, 91, 17, 1, 1453, 764
312, 91, 13, 4, 7, 4
313, 91, 12, 1, 57, 26
314, 91, 10, 2, 8, 4
315, 91, 11, 4, 22, 11
316, 91, 13, 5, 45, 25
317, 91, 14, 4, 19, 10
318, 91, 10, 4, 8, 5
319, 91, 17, 4, 8, 5
320, 91, 12, 4, 8, 5
321, 91, 14, 4, 8, 5
322, 91, 11, 4, 8, 5
323, 91, 14, 4, 21, 12
324, 91, 13, 6, 2, 1
325, 91, 10, 1, 87, 43
326, 91, 10, 1, 191, 95
327, 91, 13, 3, 69, 34
328, 91, 18, 20, 5, 3
329, 91, 15, 1, 21, 10
330, 91, 12, 1, 144, 42
331, 91, 18, 1, 7, 2
332, 91, 12, 2, 56, 34
333, 91, 18, 2, 7, 3
334, 91, 15, 15, 14, 8
335, 91, 18, 4, 85, 34
336, 91, 13, 1, 190, 95
337, 91, 17, 3, 11, 6
338, 91, 11, 2, 39, 19
339, 91, 18, 2, 93, 46
340, 91, 11, 5, 21, 12
341, 91, 17, 1, 30, 16
342, 91, 11, 1, 85, 34
343, 91, 17, 25, 5, 3
344, 91, 18, 8, 10, 5
345, 91, 11, 18, 16, 9
346, 91, 17, 100, 1, 1
347, 91, 18, 1, 10, 5
348, 91, 13, 100, 0, 0
349, 91, 12, 1, 135, 59
350, 91, 15, 2, 59, 27
351, 91, 10, 2, 33, 19
352, 91, 11, 1, 237, 143
353, 91, 12, 8, 0, 0
354, 91, 16, 4, 11, 6
355, 91, 17, 1, 13, 7
356, 91, 16, 1, 212, 106
357, 91, 11, 4, 8, 4
358, 91, 10, 6, 2, 1
359, 91, 13, 1, 2217, 1304
360, 91, 16, 4, 367, 183
361, 91, 17, 3, 367, 183
362, 91, 18, 2, 367, 183
363, 91, 14, 50, 13, 8
364, 91, 14, 50, 13, 8
365, 91, 10, 100, 8, 5
366, 91, 11, 100, 8, 5
367, 91, 11, 100, 8, 5
368, 91, 17, 140, 5, 3
369, 91, 18, 100, 5, 3
370, 91, 13, 40, 5, 3
371, 91, 14, 40, 5, 3
372, 91, 17, 2, 57, 33
373, 91, 18, 45, 14, 7
374, 91, 17, 45, 22, 13
375, 91, 18, 45, 6, 3
376, 91, 12, 65, 4, 2
377, 91, 15, 4, 44, 22
378, 91, 16, 8, 27, 16
379, 91, 18, 55, 28, 16
380, 91, 17, 9, 22, 10
381, 91, 16, 9, 21, 11
382, 91, 10, 1, 87, 43
383, 91, 14, 1, 191, 95
384, 91, 18, 1, 34, 19
385, 91, 15, 3, 19, 11
386, 91, 11, 2, 15, 7
387, 91, 14, 2, 20, 12
388, 91, 16, 2, 20, 12
389, 91, 11, 2, 20, 12
390, 91, 15, 2, 20, 12
391, 91, 17, 1, 11, 5
392, 91, 10, 2, 67, 33
393, 91, 13, 1, 75, 32
394, 91, 12, 1, 184, 92
395, 91, 12, 1, 21, 12
396, 91, 18, 6, 39, 19
397, 91, 16, 6, 25, 12
398, 91, 17, 5, 8, 5
399, 91, 13, 10, 8, 5
400, 91, 17, 2, 65, 28
401, 91, 11, 6, 5, 3
402, 92, 10, 4, 79, 33
403, 92, 18, 1, 56, 31
404, 93, 13, 1, 307, 153
405, 94, 15, 1, 49, 22
406, 95, 15, 1, 54, 49
407, 96, 15, 2, 5, 2
408, 96, 16, 1, 4, 1
409, 97, 12, 3, 6, 3
410, 97, 15, 1, 103, 51
411, 98, 13, 1, 623, 356
412, 98, 16, 1, 159, 91
413, 98, 13, 1, 434, 263
414, 98, 14, 1, 90, 51
415, 98, 13, 1, 14, 7
416, 98, 14, 1, 22, 13
417, 98, 18, 1, 6, 3
418, 98, 14, 1, 28, 16
419, 98, 11, 1, 27, 16
420, 98, 14, 1, 4, 2
421, 99, 16, 2, 289, 160
422, 99, 17, 3, 337, 168
423, 99, 14, 1, 470, 261
424, 99, 12, 4, 59, 24
425, 99, 12, 1, 150, 65
426, 99, 15, 1, 79, 33
427, 100, 12, 2, 30, 15
428, 100, 11, 1, 45, 22
429, 101, 18, 2, 185, 103
}
